artist,song,danceability,energy,loudness,valence,yt_views,yt_likes,yt_comments,streams
Eric Church,Drink In My Hand,0.626,0.913,-4.452,0.946,2525387.0,9573.0,227.0,221239786.0
Eric Church,Roll Me Up and Smoke Me When I Die - Live,0.427,0.813,-9.02,0.344,8726137.0,58295.0,1658.0,9999321.0
Eric Church,Hell Of A View,0.689,0.592,-6.758,0.919,16604497.0,68893.0,2233.0,103322889.0
Eric Church,Record Year,0.589,0.641,-8.12,0.57,66370493.0,188252.0,3855.0,181449064.0
Eric Church,Smoke A Little Smoke,0.77,0.641,-6.077,0.639,71823177.0,278409.0,5218.0,100445887.0
Eric Church,Talladega,0.586,0.677,-8.343,0.562,40035653.0,108783.0,3248.0,155484451.0
Eric Church,Like A Wrecking Ball,0.693,0.335,-10.863,0.623,26084606.0,128326.0,2575.0,104494726.0
Eric Church,Round Here Buzz,0.638,0.441,-9.064,0.473,42318152.0,120890.0,2391.0,88596763.0
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.645,0.705,-5.008,0.376,141340146.0,1763637.0,70389.0,525330567.0
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),0.782,0.633,-4.644,0.749,46232581.0,519164.0,12281.0,143562572.0
Jay Rock,WIN,0.879,0.595,-2.936,0.355,38282228.0,438995.0,20212.0,129740443.0
Jay Rock,Hood Gone Love It (feat. Kendrick Lamar),0.61,0.856,-3.974,0.67,2491421.0,71280.0,3038.0,70761707.0
Jay Rock,OSOM (feat. J. Cole),0.749,0.674,-6.756,0.396,41598755.0,477302.0,12789.0,49343992.0
Jay Rock,Tap Out (feat. Jeremih),0.676,0.62,-6.343,0.607,8260738.0,119853.0,1926.0,87523925.0
Jay Rock,Redemption (feat. SZA),0.659,0.83,-5.288,0.332,506332.0,11316.0,59.0,15490598.0
Jay Rock,Shit Real (feat. Tee Grizzley),0.839,0.678,-6.865,0.303,9364896.0,160989.0,3542.0,17021367.0
Jay Rock,Vice City (feat. Black Hippy),0.844,0.553,-7.284,0.511,34660111.0,279179.0,10994.0,53044341.0
Jay Rock,Rotation 112th,0.742,0.711,-4.658,0.294,5354052.0,75710.0,2729.0,11510361.0
All Time Low,"Dear Maria, Count Me In",0.459,0.895,-3.126,0.572,72186074.0,490752.0,34582.0,417411458.0
All Time Low,Monsters (feat. blackbear),0.369,0.845,-3.449,0.782,22547195.0,240596.0,6030.0,170406070.0
All Time Low,Sleepwalking,0.424,0.682,-3.194,0.58,1131746.0,19535.0,895.0,8524331.0
All Time Low,Monsters (feat. Demi Lovato and blackbear),0.51,0.787,-3.712,0.793,22547195.0,240596.0,6030.0,79846814.0
All Time Low,Weightless,0.497,0.923,-4.512,0.663,28261507.0,194618.0,14316.0,107127673.0
All Time Low,Tell Me I’m Alive,0.417,0.809,-4.061,0.654,442560.0,11169.0,543.0,1418226.0
All Time Low,Remembering Sunday,0.45,0.602,-4.801,0.316,11602095.0,81319.0,3658.0,70723646.0
All Time Low,Kids In The Dark,0.519,0.981,-3.472,0.765,18846327.0,231180.0,9238.0,66272315.0
All Time Low,Therapy,0.313,0.713,-4.489,0.196,175430.0,1909.0,138.0,58609673.0
All Time Low,A Love Like War (feat. Vic Fuentes),0.475,0.987,-3.515,0.632,36750204.0,375166.0,21806.0,51108409.0
Mithoon,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",0.427,0.396,-7.556,0.306,221816642.0,2128804.0,37220.0,179074148.0
Mithoon,Fitoor,0.516,0.481,-9.234,0.212,91597679.0,1125984.0,18324.0,35874179.0
Mithoon,Jaan Ban Gaye,0.537,0.419,-11.585,0.292,173532814.0,1999036.0,35454.0,65105484.0
Mithoon,Phir Bhi Tumko Chaahunga,0.527,0.525,-8.106,0.257,865862316.0,4562635.0,182985.0,62714723.0
Mithoon,Aashiqui Aa Gayi,0.527,0.495,-7.783,0.474,70981128.0,712297.0,9103.0,38371067.0
Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0.523,0.557,-7.799,0.196,53678586.0,508928.0,8241.0,45344146.0
Mithoon,"Kitni Haseen Hogi (From ""Hit - The First Case"")",0.473,0.473,-9.49,0.358,29935363.0,548924.0,7886.0,9549120.0
Mithoon,"Sanam Re (From ""Sanam Re"")",0.581,0.71,-4.961,0.755,,,,49488502.0
Mithoon,Soch Liya,0.597,0.52,-7.624,0.192,55503300.0,1191995.0,28718.0,29578764.0
Mithoon,Jo Tum Saath Ho,0.392,0.376,-9.89,0.18,283700.0,4110.0,157.0,2591581.0
Taio Cruz,Dynamite,0.751,0.783,-3.724,0.816,200113007.0,717353.0,55007.0,807771340.0
Taio Cruz,Break Your Heart,0.607,0.934,-4.217,0.568,62073409.0,308285.0,6866.0,399373513.0
Taio Cruz,Hangover,0.606,0.883,-3.243,0.608,159239646.0,911076.0,35158.0,303149408.0
Taio Cruz,Higher,0.674,0.916,-5.015,0.702,84290806.0,342033.0,13778.0,68028620.0
Taio Cruz,There She Goes,0.691,0.922,-3.766,0.72,63406327.0,293239.0,11489.0,52742033.0
Taio Cruz,She's Like A Star,0.51,0.601,-4.629,0.38,23530888.0,73666.0,3234.0,21507482.0
Taio Cruz,Troublemaker,0.688,0.714,-4.48,0.449,21107632.0,85232.0,4680.0,23729402.0
Taio Cruz,Hangover - Hardwell Remix Radio Edit,0.585,0.836,-3.846,0.319,81243.0,846.0,1.0,13784576.0
Taio Cruz,Higher,0.528,0.9,-4.301,0.558,84290806.0,342033.0,13778.0,22572182.0
Taio Cruz,Telling The World,0.512,0.815,-6.105,0.28,12636185.0,99735.0,6036.0,11417310.0
Cali Y El Dandee,Por Fin Te Encontré,0.645,0.821,-3.679,0.844,998034088.0,2463204.0,69317.0,332254534.0
Cali Y El Dandee,Yo Te Esperaré,0.481,0.81,-5.704,0.328,500970683.0,2921183.0,117029.0,193509032.0
Cali Y El Dandee,Nada,0.677,0.801,-2.973,0.736,298906561.0,1812969.0,50355.0,223942788.0
Cali Y El Dandee,La Musiquita,0.758,0.801,-4.118,0.749,4206749.0,28572.0,379.0,13475638.0
Cali Y El Dandee,2005,0.794,0.693,-4.279,0.768,19502699.0,167528.0,2218.0,45951908.0
Cali Y El Dandee,La Estrategia,0.392,0.7,-5.838,0.224,433771826.0,1694530.0,61232.0,115758372.0
Cali Y El Dandee,+ (MÁS),0.561,0.678,-4.23,0.662,433771826.0,1694530.0,61232.0,151740161.0
Cali Y El Dandee,Locura,0.643,0.769,-3.533,0.532,64130875.0,568352.0,11088.0,153681241.0
Cali Y El Dandee,Por Qué Te Vas,0.567,0.708,-5.291,0.409,98577537.0,801706.0,28398.0,63195980.0
Cali Y El Dandee,Soltera,0.788,0.774,-3.142,0.632,2161584.0,26752.0,437.0,5040140.0
La Maquinaria Norteña,Eres Ese Algo,0.722,0.76,-5.427,0.793,9581123.0,119949.0,843.0,28604285.0
La Maquinaria Norteña,Fuentes de Ortiz,0.751,0.868,-4.544,0.791,43700196.0,163267.0,1961.0,43909152.0
La Maquinaria Norteña,Con Ese Corazón,0.748,0.783,-3.572,0.879,25924900.0,115900.0,1106.0,44561404.0
La Maquinaria Norteña,Así Ya No,0.661,0.763,-3.204,0.779,39356791.0,139101.0,1548.0,31995753.0
La Maquinaria Norteña,Especial,0.66,0.823,-3.873,0.629,4688251.0,32971.0,318.0,14583207.0
La Maquinaria Norteña,Lo Mejor De Lo Mejor,0.648,0.805,-3.796,0.777,711070.0,5504.0,24.0,2162760.0
La Maquinaria Norteña,Hoy Más Que Nunca,0.594,0.669,-6.51,0.829,8481398.0,29893.0,462.0,949465.0
La Maquinaria Norteña,No Quiero Compartir,0.668,0.868,-2.932,0.71,2356002.0,7154.0,90.0,5618120.0
La Maquinaria Norteña,50 Y Cincuenta,0.718,0.872,-3.379,0.725,1975494.0,12233.0,190.0,2124403.0
La Maquinaria Norteña,Por Obvias Razones,0.731,0.863,-2.711,0.856,17824363.0,55754.0,465.0,12481852.0
Coez,!ly (feat. Coez),0.765,0.726,-5.26,0.69,5914604.0,44532.0,814.0,26314102.0
Coez,La musica non c'è,0.747,0.498,-6.674,0.53,131794686.0,612390.0,13193.0,126335150.0
Coez,Le luci della città,0.582,0.544,-6.591,0.142,40024678.0,184174.0,1909.0,73515815.0
Coez,Occhi rossi,0.545,0.477,-6.021,0.353,8430150.0,30576.0,343.0,29464691.0
Coez,È sempre bello,0.692,0.63,-6.792,0.499,84839606.0,280204.0,3789.0,118571587.0
Coez,Faccio un casino,0.742,0.49,-6.482,0.509,35667398.0,176784.0,2359.0,63276160.0
Coez,"STANOTTE (feat. Coez, Massimo Pericolo)",0.665,0.598,-6.185,0.538,126763.0,2521.0,24.0,1298652.0
Coez,Margherita,0.709,0.365,-8.457,0.505,625046.0,3327.0,53.0,5193406.0
Coez,Come nelle canzoni,0.537,0.814,-5.855,0.505,15738330.0,59110.0,1010.0,36960764.0
Coez,"Come Mi Guardi (con Madame, Coez & Bresh)",0.754,0.538,-8.073,0.284,810824.0,6674.0,152.0,5855633.0
Lily Allen,Smile,0.632,0.639,-5.938,0.733,130376773.0,1149946.0,33795.0,235318899.0
Lily Allen,Somewhere Only We Know,0.313,0.286,-10.593,0.287,52781401.0,637908.0,15754.0,303125145.0
Lily Allen,Not Fair,0.718,0.806,-9.191,0.929,106829330.0,618514.0,29874.0,121306599.0
Lily Allen,Fuck You,0.775,0.904,-4.08,0.84,34772353.0,566431.0,18559.0,258387243.0
Lily Allen,LDN,0.673,0.607,-7.672,0.898,28306546.0,197123.0,9339.0,72215465.0
Lily Allen,Roll The Dice (feat. Stamina MC & Lily Allen),0.682,0.886,-5.915,0.359,15056518.0,138639.0,1238.0,36525326.0
Lily Allen,The Fear,0.661,0.847,-6.948,0.522,59209359.0,290518.0,23617.0,74241281.0
Lily Allen,"Somewhere Only We know - Live from Spotify, London",0.349,0.33,-8.65,0.16,7359985.0,74077.0,3012.0,38305119.0
Lily Allen,"Mad World - Recorded at Metropolis Studios, London",0.585,0.211,-11.807,0.386,83705.0,1134.0,47.0,21910842.0
Lily Allen,Hard out Here,0.823,0.822,-5.323,0.938,56283462.0,456039.0,25295.0,86634576.0
Freddie Gibbs,"Something to Rap About (feat. Tyler, The Creator)",0.406,0.524,-11.071,0.412,2169321.0,46303.0,1967.0,58424273.0
Freddie Gibbs,Too Much (feat. Moneybagg Yo),0.799,0.696,-6.621,0.414,3647936.0,44739.0,2262.0,10319740.0
Freddie Gibbs,1985,0.528,0.595,-10.35,0.36,2775717.0,53772.0,3364.0,27346234.0
Freddie Gibbs,Crime Pays,0.608,0.699,-8.267,0.784,4595169.0,109040.0,5644.0,34217385.0
Freddie Gibbs,Scottie Beam,0.523,0.654,-9.531,0.544,5594155.0,80341.0,4169.0,23127923.0
Freddie Gibbs,Gang Signs (feat. ScHoolboy Q),0.626,0.615,-6.142,0.611,11636761.0,180583.0,5017.0,38726491.0
Freddie Gibbs,Babies & Fools (feat. Conway the Machine),0.651,0.493,-11.18,0.704,2772788.0,35581.0,1525.0,11125246.0
Freddie Gibbs,Dark Hearted,0.74,0.632,-6.153,0.844,1032788.0,23838.0,872.0,6047117.0
Freddie Gibbs,Couldn’t Be Done (feat. Kelly Price),0.649,0.753,-5.496,0.434,268398.0,5287.0,270.0,3940521.0
Freddie Gibbs,4 Thangs (feat. Big Sean & Hit-Boy),0.813,0.557,-6.655,0.764,1942965.0,46702.0,1751.0,52525747.0
Leona Lewis,Bleeding Love,0.638,0.656,-5.886,0.225,201600452.0,646249.0,17995.0,701115109.0
Leona Lewis,One More Sleep,0.638,0.813,-3.849,0.754,28815238.0,88214.0,4248.0,173911775.0
Leona Lewis,You Are The Reason - Duet Version,0.403,0.356,-7.547,0.151,510167457.0,2884312.0,49744.0,206655633.0
Leona Lewis,Better in Time,0.584,0.7,-4.251,0.549,232722596.0,826355.0,20711.0,238973825.0
Leona Lewis,Winter Wonderland,0.404,0.84,-3.764,0.682,32316.0,473.0,14.0,30567644.0
Leona Lewis,Run,0.285,0.462,-6.166,0.0923,137803753.0,493502.0,21243.0,106204235.0
Leona Lewis,I See You (Theme from Avatar),0.399,0.252,-17.083,0.173,33019275.0,175780.0,9014.0,7062868.0
Leona Lewis,A Moment Like This,0.261,0.562,-3.667,0.167,53794034.0,173925.0,4586.0,38040629.0
Leona Lewis,Footprints in the Sand,0.507,0.448,-5.166,0.123,23755400.0,130704.0,5701.0,37473222.0
Leona Lewis,Walking on Sunshine,0.685,0.79,-6.148,0.953,3002730.0,20588.0,450.0,10207551.0
El Komander,Malditas Ganas,0.909,0.594,-5.745,0.946,42166709.0,197978.0,2221.0,92475943.0
El Komander,Sanguinarios Del M1,0.815,0.738,-5.142,0.967,15051282.0,143432.0,2684.0,72213068.0
El Komander,Cuernito Armani,0.792,0.65,-6.076,0.84,450859.0,3433.0,32.0,50787018.0
El Komander,El Papel Cambio (Bonus Track),0.648,0.424,-7.277,0.58,30397202.0,96645.0,515.0,62805786.0
El Komander,La Princesa,0.827,0.769,-6.015,0.962,16450053.0,51766.0,741.0,37291040.0
El Komander,Descansa Mi Amor,0.438,0.393,-7.714,0.685,50574053.0,261840.0,9045.0,30808545.0
El Komander,A Mi Me Interesa,0.583,0.446,-6.248,0.684,1304395.0,13089.0,9.0,44619367.0
El Komander,Borracho Y Escandaloso,0.744,0.893,-6.163,0.949,63124413.0,224763.0,3974.0,35590297.0
El Komander,El Taquicardio,0.557,0.915,-2.544,0.962,94041394.0,394623.0,7966.0,74016862.0
El Komander,Soy De Rancho,0.773,0.676,-5.634,0.938,130258826.0,396130.0,12781.0,60884092.0
Prashant Katheriya,Jaane Kyu Main,0.522,0.618,-5.307,0.586,1672.0,98.0,16.0,11053925.0
Prashant Katheriya,Mujhko De Tu Mit Jaane,0.562,0.336,-8.703,0.284,,,,5880940.0
Prashant Katheriya,Tum Kyu Chale Aate Ho - Unplugged,0.446,0.22,-7.903,0.712,,,,12419969.0
Prashant Katheriya,Tum Chhupa Na Sakogi - Unplugged,0.471,0.229,-11.711,0.641,4495.0,245.0,46.0,16300692.0
Prashant Katheriya,Saari Raat,0.565,0.332,-9.338,0.546,1151.0,47.0,6.0,6988215.0
Prashant Katheriya,Tu Ijazat De Agar - Unplugged,0.54,0.235,-7.133,0.28,1562415.0,33003.0,395.0,3518174.0
Prashant Katheriya,Ek Pal Ki Bhi Judai,0.555,0.388,-7.783,0.626,4495.0,245.0,46.0,1714013.0
Prashant Katheriya,Rukh Zindagi Ne Mod Liya - Unplugged,0.32,0.276,-8.877,0.395,,,,1725163.0
Prashant Katheriya,Pehle Kabhi,0.501,0.373,-6.56,0.493,,,,925560.0
Prashant Katheriya,Teri Nazar Mein - Unplugged,0.449,0.298,-7.285,0.715,,,,1104956.0
Paolo Nutini,Through The Echoes,0.73,0.487,-7.679,0.314,356362.0,3635.0,155.0,24582052.0
Paolo Nutini,Last Request,0.605,0.704,-6.564,0.4,20503510.0,70250.0,2216.0,182913561.0
Paolo Nutini,Candy,0.612,0.601,-7.809,0.368,44129832.0,175985.0,5155.0,118783401.0
Paolo Nutini,New Shoes,0.748,0.735,-8.692,0.854,1943674.0,15326.0,447.0,155264996.0
Paolo Nutini,Iron Sky,0.387,0.626,-7.134,0.316,74926326.0,490160.0,15684.0,94138695.0
Paolo Nutini,Acid Eyes,0.679,0.481,-8.413,0.647,246900.0,2949.0,159.0,8063012.0
Paolo Nutini,Pencil Full of Lead,0.735,0.767,-6.536,0.833,11331144.0,31699.0,1898.0,61003956.0
Paolo Nutini,Jenny Don't Be Hasty,0.764,0.816,-5.551,0.894,4810978.0,17435.0,373.0,72590830.0
Paolo Nutini,Coming up Easy,0.616,0.563,-6.414,0.629,10471827.0,26931.0,1283.0,34458441.0
Paolo Nutini,Radio,0.712,0.476,-9.578,0.31,920025.0,8119.0,386.0,5660978.0
W&W,Heaven Is A Place On Earth,0.534,0.867,-2.125,0.208,,,,2737218.0
W&W,Skydance,0.377,0.895,-2.467,0.449,,,,31598389.0
W&W,Dragostea Din Tei - W&W Remix,0.526,0.912,-2.691,0.297,,,,
W&W,Moonlight Shadow,0.457,0.92,-4.309,0.39,,,,14390299.0
W&W,Poison (with Timmy Trumpet x W&W),0.331,0.937,-3.607,0.122,,,,3976910.0
W&W,Come With Me,0.676,0.989,-2.731,0.553,,,,8554532.0
W&W,Rave Love,0.393,0.895,-4.935,0.183,,,,40605600.0
W&W,The Lone Ranger,0.6,0.951,-5.089,0.364,,,,13580004.0
W&W,StarShine (I Don't Want This Night To End),0.437,0.917,-2.027,0.289,,,,7730107.0
W&W,Repeat After Me,0.321,0.939,-4.86,0.179,,,,77788956.0
Chris Young,Famous Friends,0.535,0.859,-2.922,0.698,19838389.0,111656.0,6466.0,125989578.0
Chris Young,I'm Comin' Over,0.575,0.845,-3.838,0.376,94857219.0,407264.0,7000.0,216294092.0
Chris Young,Tomorrow,0.441,0.644,-5.774,0.349,67719290.0,327824.0,9246.0,94827093.0
Chris Young,Gettin' You Home,0.639,0.678,-5.02,0.531,40604990.0,217721.0,4607.0,85151710.0
Chris Young,Looking for You,0.53,0.874,-3.594,0.537,1116907.0,7593.0,1220.0,1413219.0
Chris Young,At the End of a Bar,0.494,0.782,-4.228,0.44,1291062.0,12140.0,1476.0,35598884.0
Chris Young,Aw Naw,0.652,0.859,-3.746,0.491,23736269.0,120936.0,2688.0,90504983.0
Chris Young,Think of You,0.616,0.893,-3.588,0.567,43358296.0,197281.0,3822.0,145885914.0
Chris Young,Who I Am With You,0.466,0.702,-4.308,0.47,46747749.0,253332.0,4288.0,64808996.0
Chris Young,You,0.708,0.708,-5.12,0.667,15296595.0,73812.0,2288.0,52624277.0
Código FN,Soy El Ratón,0.818,0.734,-5.644,0.774,24882783.0,223586.0,5506.0,67963894.0
Código FN,Billetes Verdes,0.796,0.74,-5.126,0.814,10188241.0,56222.0,620.0,24895114.0
Código FN,Ando Bien Al Tiro,0.881,0.811,-4.655,0.846,6043886.0,43364.0,96.0,34666797.0
Código FN,El Imán,0.752,0.794,-5.962,0.829,8653804.0,23688.0,231.0,2987341.0
Código FN,El Capitán,0.642,0.502,-10.452,0.687,,,,9653967.0
Código FN,Millennial,0.778,0.816,-5.886,0.845,3834890.0,9137.0,130.0,3271859.0
Código FN,Miami Vibe,0.785,0.724,-7.325,0.907,33841905.0,227491.0,2614.0,114096496.0
Código FN,El Trébol de la Suerte,0.852,0.731,-6.005,0.862,2131319.0,28686.0,284.0,14219465.0
Código FN,Iván Pa'llá Iván Pa'cá,0.653,0.892,-5.222,0.965,228596.0,2289.0,33.0,1265717.0
Código FN,Soy Para Ti,0.701,0.698,-6.898,0.787,3965028.0,58187.0,401.0,8439881.0
Neeraj Shridhar,Bhool Bhulaiyaa 2 Title Track,0.857,0.893,-2.87,0.845,240655459.0,2291993.0,83981.0,75285958.0
Neeraj Shridhar,"Tum Hi Ho Bandhu (From ""Cocktail"")",0.714,0.892,-5.342,0.899,203663354.0,945921.0,17935.0,63959745.0
Neeraj Shridhar,Tum Mile,0.738,0.798,-6.663,0.793,46268723.0,404398.0,8102.0,36066367.0
Neeraj Shridhar,Tum Mile - Lofi Flip,0.711,0.579,-11.059,0.21,7723738.0,49846.0,0.0,20214486.0
Neeraj Shridhar,Jhak Maar Ke,0.8,0.904,-5.101,0.714,139439991.0,652363.0,12667.0,21270251.0
Neeraj Shridhar,Bhool Bhulaiyaa,0.843,0.9,-4.602,0.89,240655459.0,2291993.0,83981.0,16047296.0
Neeraj Shridhar,Character Dheela,0.783,0.889,-2.691,0.851,131977986.0,713136.0,14634.0,12152347.0
Neeraj Shridhar,Khwab Dekhe Sexy Lady,0.818,0.829,-7.145,0.967,44583314.0,278013.0,4468.0,11569767.0
Neeraj Shridhar,Prem Ki Naiyya,0.786,0.853,-4.968,0.916,16578139.0,190020.0,3254.0,8638139.0
Neeraj Shridhar,Love Mera Hit Hit,0.825,0.944,-4.98,0.919,81811069.0,419448.0,8123.0,10628582.0
Peter Fox,Zukunft Pink (feat. Inéz),0.903,0.719,-8.054,0.639,10643939.0,210191.0,8934.0,56179110.0
Peter Fox,Alles neu,0.811,0.816,-4.887,0.313,69863325.0,292780.0,13543.0,86034589.0
Peter Fox,Haus am See,0.801,0.599,-6.071,0.589,2680.0,19.0,0.0,61892979.0
Peter Fox,Schüttel deinen Speck,0.907,0.721,-4.917,0.538,8819815.0,50448.0,250.0,52959292.0
Peter Fox,Schwarz zu blau,0.637,0.604,-5.197,0.238,30485817.0,124170.0,6711.0,48055470.0
Peter Fox,Stadtaffe,0.721,0.683,-5.296,0.566,4504124.0,12218.0,777.0,31776984.0
Peter Fox,Lok auf 2 Beinen,0.878,0.822,-5.844,0.738,3925298.0,20422.0,140.0,22671081.0
Peter Fox,Zucker (feat. Vanessa Mason),0.804,0.68,-6.884,0.755,3100212.0,16339.0,78.0,23825950.0
Peter Fox,Der letzte Tag,0.763,0.833,-4.929,0.817,1764715.0,9206.0,43.0,19189823.0
Peter Fox,"Zukunft Pink - ALLIANCE REMIX (feat. Focalistic, Kwam.E, ALBI X, Willy Will, Awa Khiwe, Benji Asare, Inéz)",0.919,0.762,-7.634,0.627,125827.0,4258.0,320.0,725844.0
India Martinez,"Y, ¿Si Fuera Ella? - + Es +",0.348,0.536,-5.76,0.199,18019477.0,110902.0,1457.0,179230151.0
India Martinez,SI ELLA SUPIERA,0.728,0.605,-6.406,0.697,18019477.0,110902.0,1457.0,14250436.0
India Martinez,5 SENTÍOS,0.853,0.719,-4.479,0.888,4678681.0,40584.0,762.0,4080797.0
India Martinez,Resistiré,0.704,0.764,-6.508,0.709,73742646.0,694375.0,34648.0,42652491.0
India Martinez,Convénceme,0.59,0.552,-8.422,0.241,27945987.0,231434.0,3786.0,35461535.0
India Martinez,Corazon Hambriento (feat. Abel Pintos),0.421,0.505,-5.649,0.119,19280933.0,92277.0,2047.0,46287450.0
India Martinez,NUESTRO MUNDO,0.78,0.75,-5.07,0.564,841565.0,11746.0,323.0,1151947.0
India Martinez,90 Minutos,0.543,0.315,-5.743,0.195,6613913.0,35725.0,736.0,32286128.0
India Martinez,Hoy,0.595,0.758,-5.43,0.559,12080453.0,63711.0,1045.0,26757843.0
India Martinez,No Me Basta,0.788,0.795,-4.467,0.83,5483669.0,43394.0,772.0,13111041.0
Nipsey Hussle,Grinding All My Life,0.6,0.716,-5.554,0.246,69757411.0,546392.0,13820.0,153991354.0
Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),0.604,0.436,-8.32,0.239,216139750.0,1277449.0,57947.0,123140460.0
Nipsey Hussle,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),0.671,0.833,-5.152,0.702,190942981.0,1328422.0,46883.0,174611292.0
Nipsey Hussle,Hussle & Motivate,0.836,0.779,-3.829,0.555,14676185.0,150300.0,6313.0,72574852.0
Nipsey Hussle,Victory Lap (feat. Stacy Barthe),0.597,0.755,-2.209,0.0467,51869638.0,456086.0,21926.0,61070814.0
Nipsey Hussle,Last Time That I Checc'd (feat. YG),0.711,0.746,-4.224,0.279,82374130.0,693691.0,22408.0,88823715.0
Nipsey Hussle,Dedication (feat. Kendrick Lamar),0.512,0.734,-5.448,0.168,367069.0,5912.0,190.0,80943200.0
Nipsey Hussle,Blue Laces 2,0.569,0.836,-3.831,0.0927,673151.0,6031.0,172.0,43127544.0
Nipsey Hussle,Ocean Views,0.629,0.73,-5.223,0.658,19432787.0,142075.0,4708.0,9607222.0
Nipsey Hussle,Face the World,0.595,0.798,-10.198,0.392,22583.0,527.0,34.0,16162044.0
MIKA,Grace Kelly,0.671,0.82,-5.796,0.685,60113432.0,617668.0,16620.0,319285589.0
MIKA,"Relax, Take It Easy",0.698,0.693,-8.218,0.608,137791757.0,1149269.0,31500.0,125636999.0
MIKA,Happy Ending,0.556,0.446,-8.328,0.307,13911480.0,98601.0,2500.0,103733376.0
MIKA,Keep it Simple (feat. Mika),0.869,0.614,-4.783,0.798,157961.0,4830.0,204.0,524308.0
MIKA,Love Today,0.67,0.909,-4.95,0.544,51473827.0,263082.0,11047.0,62368060.0
MIKA,Popular Song,0.644,0.84,-4.808,0.841,209962615.0,1933048.0,124655.0,106312132.0
MIKA,Lollipop,0.711,0.594,-5.335,0.857,69547157.0,483477.0,25681.0,85719399.0
MIKA,Big Girl (You Are Beautiful),0.798,0.748,-6.287,0.835,35158859.0,209045.0,14128.0,50041889.0
MIKA,Bolero (feat. MIKA),0.817,0.71,-5.354,0.733,17057591.0,68863.0,2074.0,9065262.0
MIKA,Elle me dit,0.791,0.772,-3.715,0.476,82772946.0,440223.0,26192.0,43532384.0
The Temper Trap,Love Lost,0.735,0.812,-4.417,0.584,10242310.0,105821.0,2754.0,81335864.0
The Temper Trap,Sweet Disposition,0.531,0.821,-6.812,0.34,65675453.0,418587.0,18185.0,461353954.0
The Temper Trap,Fader,0.541,0.75,-6.799,0.164,321322.0,1900.0,95.0,56076599.0
The Temper Trap,Love Lost,0.55,0.574,-7.427,0.346,10242310.0,105821.0,2754.0,59980180.0
The Temper Trap,Sweet Disposition (Vintage Culture & Lazy Bear Remix),0.702,0.658,-3.656,0.418,7388246.0,48859.0,1033.0,28343515.0
The Temper Trap,Sweet Disposition - Bootleg,0.609,0.804,-6.098,0.628,2496440.0,29247.0,1211.0,9680077.0
The Temper Trap,Dancing in the Dark - triple j Like A Version,0.558,0.609,-6.071,0.744,8124.0,79.0,0.0,2539094.0
The Temper Trap,Soldier On,0.24,0.444,-7.11,0.0649,4567337.0,29433.0,1568.0,21404834.0
The Temper Trap,Trembling Hands,0.415,0.596,-5.429,0.0428,6519417.0,37600.0,1556.0,
The Temper Trap,Fall Together,0.505,0.912,-4.648,0.626,2382530.0,23040.0,824.0,
Maneva,Seja Para Mim - Acústico,0.79,0.363,-14.371,0.36,1788545.0,55683.0,1009.0,64784025.0
Maneva,Pisando Descalço,0.769,0.491,-7.889,0.943,3419275.0,70944.0,1067.0,37810624.0
Maneva,O Destino Não Quis,0.847,0.444,-6.89,0.766,109200208.0,714405.0,13190.0,60036075.0
Maneva,Saudades do Tempo,0.781,0.398,-10.849,0.691,64457671.0,344326.0,4428.0,62531550.0
Maneva,Êxodo,0.752,0.477,-9.455,0.664,5031894.0,29250.0,410.0,19081757.0
Maneva,Daquele Jeito,0.787,0.583,-6.602,0.873,9092660.0,51718.0,668.0,28264791.0
Maneva,Luz Que Me Traz Paz,0.566,0.359,-12.147,0.195,4584.0,116.0,7.0,39740476.0
