artist,song,danceability,energy,loudness,valence,yt_views,yt_likes,yt_comments,streams
Vierra,Takut,0.621,0.183,-12.603,0.45,5032816.0,37493.0,2826.0,9335904.0
Vierra,Dengarkan Curhatku,0.417,0.849,-5.133,0.69,2207008.0,15452.0,2108.0,4988052.0
Vierra,Kepergianmu,0.619,0.491,-8.797,0.356,280607.0,1847.0,154.0,1980391.0
Ed Sheeran,Perfect,0.599,0.448,-6.312,0.168,3361086287.0,19033010.0,486143.0,2312689776.0
Ed Sheeran,Bad Habits,0.807,0.893,-3.745,0.537,476163563.0,4193306.0,149738.0,1401517917.0
Ed Sheeran,Shivers,0.788,0.859,-2.724,0.822,259267738.0,2182153.0,54783.0,1104261508.0
Ed Sheeran,Shape of You,0.825,0.652,-3.183,0.931,5908398479.0,31047780.0,1130327.0,3362005201.0
Ed Sheeran,Photograph,0.614,0.379,-10.48,0.201,1265617910.0,6645829.0,170389.0,2067689483.0
Ed Sheeran,Celestial,0.574,0.852,-1.248,0.501,24283273.0,561172.0,19898.0,92498982.0
Ed Sheeran,Thinking out Loud,0.781,0.445,-6.061,0.591,3547155867.0,14343730.0,362545.0,2154334378.0
Ed Sheeran,Bam Bam (feat. Ed Sheeran),0.756,0.697,-6.377,0.956,140993773.0,1834062.0,37567.0,619247782.0
Ed Sheeran,For My Hand (feat. Ed Sheeran),0.87,0.479,-7.779,0.717,80086629.0,689733.0,16591.0,119730400.0
Ed Sheeran,Happier,0.522,0.385,-7.355,0.236,397154250.0,3012544.0,92841.0,1160906130.0
Miley Cyrus,Flowers,0.707,0.681,-4.325,0.646,154519342.0,4625162.0,117998.0,283884907.0
Miley Cyrus,Prisoner (feat. Dua Lipa),0.781,0.67,-3.912,0.595,101543042.0,1781577.0,70898.0,618662340.0
Miley Cyrus,Party In The U.S.A.,0.652,0.698,-4.667,0.47,904315365.0,4160811.0,436643.0,1106518603.0
Miley Cyrus,Wrecking Ball,0.53,0.422,-6.262,0.349,1163647739.0,6871536.0,1090717.0,691252064.0
Miley Cyrus,Angels Like You,0.672,0.642,-4.035,0.494,77378654.0,1018264.0,30696.0,304294243.0
Miley Cyrus,Midnight Sky,0.699,0.805,-5.535,0.232,190171361.0,1912799.0,106047.0,512982568.0
Miley Cyrus,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.601,0.794,-5.844,0.244,322683243.0,3798746.0,94493.0,713211866.0
Miley Cyrus,We Can't Stop,0.613,0.622,-5.794,0.484,954167034.0,4578702.0,855247.0,780532094.0
Miley Cyrus,Malibu,0.573,0.781,-6.406,0.343,512404807.0,3864034.0,165509.0,698790385.0
Miley Cyrus,WITHOUT YOU (with Miley Cyrus),0.655,0.469,-6.257,0.467,19365768.0,412163.0,15211.0,192678635.0
Wiz Khalifa,See You Again (feat. Charlie Puth),0.689,0.481,-7.503,0.283,5773797147.0,40147618.0,2127345.0,1521254554.0
Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.652,-6.685,0.551,726604450.0,5635392.0,149004.0,1138123751.0
Wiz Khalifa,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,-4.378,0.739,788319057.0,6142558.0,142101.0,1004661276.0
Wiz Khalifa,Black and Yellow,0.684,0.834,-4.524,0.538,339187553.0,1949321.0,160330.0,494993786.0
Wiz Khalifa,The Thrill,0.817,0.775,-4.767,0.806,7305521.0,39964.0,1530.0,230458933.0
Wiz Khalifa,We Own It (Fast & Furious),0.563,0.902,-4.586,0.559,246860678.0,1750206.0,30502.0,387222121.0
Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),0.877,0.477,-7.379,0.552,84681466.0,795449.0,13480.0,312193061.0
Wiz Khalifa,So High (feat. Ghost Loft),0.628,0.629,-4.829,0.3,138666796.0,767474.0,20340.0,225241665.0
Wiz Khalifa,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",0.596,0.815,-5.668,0.459,192128213.0,1460377.0,37675.0,154311299.0
Wiz Khalifa,No Sleep,0.653,0.711,-6.454,0.769,180151468.0,759778.0,38465.0,184905162.0
Calvin Harris,One Kiss (with Dua Lipa),0.791,0.862,-3.24,0.592,864856288.0,5305116.0,101347.0,1719434482.0
Calvin Harris,This Is What You Came For,0.631,0.927,-2.787,0.465,2626029906.0,10603656.0,314267.0,1389243583.0
Calvin Harris,Summer,0.596,0.856,-3.556,0.743,1579275326.0,6122177.0,158379.0,1162962817.0
Calvin Harris,Feel So Close - Radio Edit,0.707,0.924,-2.842,0.919,305351912.0,1841711.0,58680.0,695461958.0
Calvin Harris,Outside (feat. Ellie Goulding),0.646,0.823,-4.123,0.418,651743534.0,3626715.0,68884.0,811401845.0
Calvin Harris,I'm Not Here To Make Friends,0.698,0.895,-4.439,0.838,4847763.0,157036.0,29859.0,7259295.0
Calvin Harris,We Found Love,0.734,0.766,-4.485,0.6,1057066343.0,4538294.0,214414.0,1018031880.0
Calvin Harris,My Way,0.818,0.913,-3.06,0.536,455055642.0,2505460.0,17421.0,830392892.0
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.893,0.745,-3.105,0.872,673497801.0,4097987.0,105475.0,981287133.0
Calvin Harris,How Deep Is Your Love,0.738,0.868,-4.373,0.336,1540751624.0,5685898.0,129238.0,933065966.0
Taylor Swift,Anti-Hero,0.637,0.643,-6.571,0.533,101169702.0,2808718.0,82120.0,530534722.0
Taylor Swift,Lavender Haze,0.733,0.436,-10.489,0.0976,14004124.0,1082514.0,35959.0,263032419.0
Taylor Swift,Don’t Blame Me,0.615,0.534,-6.719,0.193,229100.0,4707.0,0.0,464198683.0
Taylor Swift,Midnight Rain,0.643,0.363,-11.738,0.23,21346495.0,307045.0,4222.0,252321626.0
Taylor Swift,Blank Space,0.753,0.678,-5.421,0.583,3096802224.0,14114951.0,628442.0,1068961957.0
Taylor Swift,cardigan,0.613,0.581,-8.588,0.551,116554651.0,2503027.0,142304.0,563359986.0
Taylor Swift,Snow On The Beach (feat. Lana Del Rey),0.663,0.319,-13.481,0.193,653845.0,13249.0,452.0,213946441.0
Taylor Swift,Lover,0.359,0.543,-7.582,0.453,212206142.0,3066281.0,98068.0,703277114.0
Taylor Swift,"You're On Your Own, Kid",0.696,0.396,-10.289,0.38,13770377.0,202527.0,3335.0,206182675.0
Taylor Swift,Bejeweled,0.696,0.559,-9.19,0.433,43850467.0,1637971.0,49431.0,191306722.0
Future,Superhero (Heroes & Villains) [with Future & Chris Brown],0.526,0.606,-5.3,0.492,16297947.0,370746.0,6337.0,139674263.0
Future,WAIT FOR U (feat. Drake & Tems),0.463,0.642,-4.474,0.339,91997296.0,533457.0,9377.0,394495536.0
Future,Too Many Nights (feat. Don Toliver & with Future),0.684,0.671,-4.392,0.156,7201591.0,122394.0,1965.0,79908630.0
Future,Mask Off,0.833,0.434,-8.795,0.281,568526947.0,6075437.0,208678.0,1306688750.0
Future,Solo,0.784,0.486,-6.497,0.0894,17800804.0,145178.0,2685.0,123020364.0
Future,PUFFIN ON ZOOTIEZ,0.883,0.657,-5.748,0.284,26696870.0,192683.0,4714.0,168953668.0
Future,Mad Max,0.898,0.64,-8.796,0.68,6090971.0,105213.0,5261.0,18174723.0
Future,Way 2 Sexy (with Future & Young Thug),0.803,0.597,-6.035,0.331,93172521.0,1217305.0,50848.0,443050716.0
Future,I Can't Save You (Interlude) [with Future & feat. Don Toliver],0.668,0.727,-4.613,0.309,1164323.0,28510.0,495.0,33226491.0
Future,pushin P (feat. Young Thug),0.773,0.422,-4.572,0.488,28573562.0,437308.0,16020.0,269989884.0
Anirudh Ravichander,"Chilla Chilla (From ""Thunivu"")",0.609,0.865,-6.335,0.514,45296519.0,1510810.0,118281.0,17085695.0
Anirudh Ravichander,Jimikki Ponnu,0.751,0.826,-7.805,0.848,8146902.0,421084.0,12209.0,9328887.0
Anirudh Ravichander,"Thenmozhi (From ""Thiruchitrambalam"")",0.764,0.532,-5.979,0.859,36310571.0,358707.0,4321.0,55429185.0
Anirudh Ravichander,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",0.608,0.757,-6.945,0.625,385491264.0,3171939.0,67394.0,122505117.0
Anirudh Ravichander,Megham Karukatha,0.429,0.614,-6.573,0.743,101384276.0,948320.0,11377.0,61474197.0
Anirudh Ravichander,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",0.827,0.717,-7.755,0.772,53848525.0,397303.0,3306.0,62181109.0
Anirudh Ravichander,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",0.789,0.536,-5.422,0.877,19763909.0,234308.0,2095.0,32529869.0
Anirudh Ravichander,"Gundellonaa (From ""Ori Devuda"")",0.688,0.731,-6.665,0.566,53008478.0,347007.0,3572.0,21040555.0
Anirudh Ravichander,"Thaai Kelavi (From ""Thiruchitrambalam"")",0.661,0.92,-3.469,0.494,93382046.0,601968.0,6625.0,33299853.0
Anirudh Ravichander,Vikram - Title Track,0.638,0.842,-5.305,0.145,,,,54217671.0
Banda MS de Sergio Lizárraga,Ojos Cerrados,0.513,0.345,-7.579,0.68,41726048.0,193829.0,1128.0,94709926.0
Banda MS de Sergio Lizárraga,La Sinvergüenza,0.704,0.482,-5.352,0.604,121168740.0,542341.0,11110.0,167661438.0
Banda MS de Sergio Lizárraga,¿Y Qué Tal Si Funciona?,0.669,0.497,-5.48,0.701,30791103.0,174860.0,12198.0,50855902.0
Banda MS de Sergio Lizárraga,141,0.79,0.543,-6.952,0.794,39614295.0,181859.0,8112.0,28612447.0
Banda MS de Sergio Lizárraga,El Color de Tus Ojos,0.765,0.339,-8.965,0.864,50987640.0,180519.0,4317.0,347146512.0
Banda MS de Sergio Lizárraga,Háblame De Ti,0.781,0.553,-4.598,0.832,,,,293347494.0
Banda MS de Sergio Lizárraga,Me Vas a Extrañar,0.756,0.526,-5.379,0.94,511537476.0,1172001.0,22932.0,276272104.0
Banda MS de Sergio Lizárraga,La Casita,0.832,0.525,-6.806,0.967,156179239.0,742281.0,13040.0,159703637.0
Banda MS de Sergio Lizárraga,Me Dejé Ir Con Todo,0.527,0.466,-6.143,0.829,5831184.0,28413.0,341.0,8575574.0
Banda MS de Sergio Lizárraga,A Lo Mejor,0.758,0.528,-5.294,0.629,108167555.0,349791.0,5667.0,190016541.0
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,0.523,0.769,-5.855,0.876,17592440.0,246583.0,829.0,372604524.0
The Smiths,This Charming Man - 2011 Remaster,0.611,0.846,-5.9,0.751,82334090.0,558978.0,13318.0,325100346.0
The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,0.609,0.759,-4.862,0.774,53211164.0,412820.0,11067.0,187979234.0
The Smiths,Back to the Old House - 2011 Remaster,0.626,0.488,-7.805,0.404,2303868.0,48066.0,810.0,52172595.0
The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",0.241,0.468,-9.579,0.451,6231744.0,89965.0,2278.0,155920879.0
The Smiths,How Soon Is Now? - 2011 Remaster,0.398,0.93,-6.76,0.725,26514905.0,255900.0,10392.0,199236015.0
The Smiths,This Night Has Opened My Eyes - 2011 Remaster,0.696,0.628,-8.407,0.701,5608037.0,78593.0,1359.0,84260092.0
The Smiths,Bigmouth Strikes Again - 2011 Remaster,0.401,0.901,-5.011,0.839,1364308.0,18979.0,505.0,142773843.0
The Smiths,I Know It's Over - 2011 Remaster,0.407,0.424,-10.583,0.404,41877.0,1084.0,86.0,73223832.0
The Smiths,Panic - 2011 Remaster,0.53,0.861,-4.67,0.844,14685008.0,88991.0,4828.0,69112639.0
French Montana,Unforgettable,0.726,0.769,-5.043,0.733,1497263567.0,7282622.0,160415.0,1595733286.0
French Montana,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",0.841,0.733,-5.077,0.284,1010850.0,14035.0,432.0,338639728.0
French Montana,Chit Chat,0.863,0.402,-10.403,0.561,224568.0,12695.0,348.0,3574337.0
French Montana,Je M'appelle (feat. Tion Wayne & French Montana) - Remix,0.761,0.773,-4.57,0.947,14225130.0,356228.0,7299.0,26220322.0
French Montana,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",0.618,0.845,0.175,0.486,207546580.0,2385757.0,69474.0,238992070.0
French Montana,All The Way Up (feat. Infared),0.414,0.807,-4.12,0.409,244372069.0,2661297.0,46803.0,319609081.0
French Montana,No Stylist (feat. Drake),0.762,0.696,-4.795,0.532,193222461.0,1362569.0,33082.0,407435431.0
French Montana,FU (feat. French Montana),0.548,0.833,-3.294,0.467,179980.0,857.0,21.0,88782464.0
French Montana,Tip Toe (feat. French Montana),0.845,0.709,-4.547,0.62,195877419.0,1316493.0,23869.0,346367209.0
French Montana,Hurtin' Me,0.535,0.794,-4.933,0.799,207595902.0,1031404.0,24142.0,119994653.0
Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),0.639,0.703,-6.33,0.138,204265305.0,1936708.0,40033.0,679108210.0
Tainy,Summer of Love (Shawn Mendes & Tainy),0.776,0.808,-4.501,0.494,36655871.0,720890.0,25234.0,290520956.0
Tainy,Callaita,0.608,0.626,-4.773,0.246,,,,1214940413.0
Tainy,Adicto (with Anuel AA & Ozuna),0.734,0.836,-4.803,0.623,1008938076.0,3374362.0,55566.0,587928998.0
Tainy,UN DIA (ONE DAY),0.58,0.695,-8.244,0.402,339808540.0,2870081.0,83149.0,723300548.0
Tainy,Agua (with J Balvin),0.778,0.651,-5.421,0.569,887550342.0,7761922.0,260490.0,362093363.0
Tainy,To My Love - Tainy Remix,0.764,0.59,-4.292,0.281,254887144.0,976778.0,37659.0,266146912.0
Tainy,Pensándote,0.79,0.655,-3.376,0.56,439629.0,7193.0,51.0,45682725.0
Tainy,Imaginaste,0.778,0.658,-5.808,0.578,97782587.0,480266.0,7333.0,70448004.0
Tainy,Sci-Fi,0.66,0.915,-2.43,0.377,7108755.0,79637.0,2111.0,18929102.0
Neha Kakkar,"Dil Ko Karaar Aaya (From ""Sukoon"")",0.55,0.448,-9.117,0.388,281103508.0,4294367.0,581710.0,142929115.0
Neha Kakkar,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",0.718,0.382,-8.237,0.499,216581828.0,1671452.0,23164.0,113790392.0
Neha Kakkar,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",0.788,0.87,-5.217,0.884,356807355.0,1882464.0,26831.0,91934401.0
Neha Kakkar,Taaron Ke Shehar,0.441,0.61,-5.182,0.348,601748650.0,5394647.0,166542.0,63110780.0
Neha Kakkar,Bijli,0.573,0.819,-6.246,0.862,44370705.0,346844.0,45716.0,5921975.0
Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")",0.725,0.912,-3.665,0.674,1226957185.0,5169453.0,185316.0,74982321.0
Neha Kakkar,Kala Chashma,0.801,0.856,-4.233,0.919,882130101.0,3100777.0,66038.0,51341590.0
Neha Kakkar,"O Saki Saki (From ""Batla House"")",0.737,0.961,-0.155,0.567,,,,98158101.0
Neha Kakkar,"Gali Gali (From ""Kgf Chapter 1"")",0.789,0.95,-3.604,0.746,472320564.0,2201834.0,33096.0,37324477.0
Neha Kakkar,Valentine's Mashup 2019,0.595,0.61,-6.887,0.314,27648482.0,500052.0,23463.0,55399812.0
Beach House,Space Song,0.508,0.792,-7.311,0.601,96877042.0,1586690.0,71676.0,622835357.0
Beach House,Silver Soul,0.356,0.67,-5.825,0.117,1837847.0,30695.0,1466.0,83433218.0
Beach House,Myth,0.445,0.708,-6.268,0.414,2439327.0,76693.0,905.0,114153480.0
Beach House,Wildflower,0.44,0.508,-7.821,0.217,1467071.0,14381.0,346.0,31160102.0
Beach House,Master of None,0.492,0.344,-15.259,0.247,2180123.0,23451.0,1451.0,54018697.0
Beach House,PPP,0.49,0.466,-7.685,0.153,232032.0,6589.0,96.0,49267838.0
Beach House,Wherever You Go,0.545,0.416,-11.186,0.224,213051.0,4536.0,111.0,12459828.0
Beach House,Take Care,0.568,0.865,-7.401,0.421,399643.0,2591.0,214.0,48866217.0
Beach House,Once Twice Melody,0.353,0.73,-11.021,0.427,484210.0,9015.0,336.0,13696937.0
Beach House,Lemon Glow,0.465,0.818,-7.924,0.53,3860926.0,43749.0,1746.0,42352803.0
Jonas Brothers,Leave Before You Love Me (with Jonas Brothers),0.721,0.738,-4.77,0.637,128292014.0,1157396.0,27515.0,539669724.0
Jonas Brothers,Sucker,0.842,0.734,-5.065,0.952,355402294.0,6430667.0,185310.0,1191462347.0
Jonas Brothers,Like It's Christmas,0.725,0.571,-6.007,0.61,9223129.0,96523.0,1632.0,140981489.0
Jonas Brothers,What A Man Gotta Do,0.852,0.698,-7.206,0.324,118361100.0,1577360.0,33515.0,437295470.0
Jonas Brothers,Only Human,0.795,0.496,-5.883,0.874,57077879.0,749032.0,16905.0,449614888.0
Jonas Brothers,Burnin' Up,0.667,0.954,-3.462,0.807,48321947.0,483530.0,18786.0,184712288.0
Jonas Brothers,I Need You Christmas,0.359,0.497,-6.244,0.169,1162605.0,51211.0,,45948796.0
Jonas Brothers,Who's In Your Head,0.704,0.778,-5.331,0.821,14119175.0,205493.0,4486.0,57667949.0
Jonas Brothers,Year 3000,0.659,0.857,-5.85,0.798,31385405.0,365168.0,24713.0,133222697.0
Jonas Brothers,Remember This,0.669,0.629,-5.018,0.294,657136.0,22377.0,985.0,47406951.0
Luke Bryan,Country Girl (Shake It For Me),0.645,0.904,-4.532,0.671,85485567.0,381362.0,12110.0,323972288.0
Luke Bryan,Play It Again,0.506,0.886,-3.225,0.595,230253639.0,799953.0,21190.0,437234139.0
Luke Bryan,That's My Kind Of Night,0.661,0.751,-2.909,0.875,137283342.0,560761.0,18516.0,277988174.0
Luke Bryan,Kiss Tomorrow Goodbye,0.571,0.937,-3.467,0.584,20183301.0,105757.0,2847.0,93279028.0
Luke Bryan,I Don't Want This Night To End,0.616,0.728,-4.02,0.375,139702794.0,511660.0,14460.0,168465144.0
Luke Bryan,Rain Is A Good Thing,0.622,0.932,-4.66,0.519,32597238.0,127657.0,5066.0,127274041.0
Luke Bryan,Drunk On You,0.558,0.872,-4.401,0.472,94093399.0,316605.0,9845.0,161431617.0
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",0.543,0.81,-4.275,0.395,259898309.0,752589.0,25503.0,177948822.0
Luke Bryan,Kick The Dust Up,0.597,0.86,-2.315,0.818,91260443.0,337197.0,9218.0,154979561.0
Luke Bryan,Country On,0.52,0.751,-5.064,0.519,4448769.0,35144.0,4119.0,23808668.0
Amitabh Bhattacharya,Kesariya,0.577,0.574,-6.525,0.436,405014536.0,5395020.0,156860.0,237685270.0
Amitabh Bhattacharya,"Ghodey Pe Sawaar (From ""Qala"")",0.777,0.481,-6.127,0.814,6529165.0,168831.0,1887.0,17676748.0
Amitabh Bhattacharya,Deva Deva,0.539,0.729,-7.588,0.435,84219593.0,923133.0,54430.0,60032339.0
Amitabh Bhattacharya,Dance Ka Bhoot,0.632,0.929,-5.297,0.584,63596476.0,544257.0,54606.0,24708296.0
Amitabh Bhattacharya,Iktara,0.616,0.525,-7.065,0.427,55882351.0,472950.0,6261.0,68980616.0
Amitabh Bhattacharya,"Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")",0.435,0.418,-7.915,0.212,730925.0,17638.0,668.0,20278831.0
Amitabh Bhattacharya,Iktara - Lofi Flip,0.382,0.52,-12.319,0.179,71520.0,2295.0,68.0,19068813.0
Amitabh Bhattacharya,Rasiya Reprise,0.34,0.606,-8.517,0.268,7640527.0,110387.0,8509.0,6597558.0
Amitabh Bhattacharya,"Kahani (From ""Laal Singh Chaddha"")",0.406,0.336,-12.011,0.327,484988.0,15590.0,524.0,21672529.0
Amitabh Bhattacharya,The Break Up Mashup,0.251,0.604,-5.622,0.166,62917907.0,773555.0,13359.0,13047107.0
Cage The Elephant,Cigarette Daydreams,0.636,0.676,-3.442,0.273,41310696.0,446462.0,10101.0,616857733.0
Cage The Elephant,Ain't No Rest for the Wicked,0.636,0.849,-7.075,0.917,61560679.0,582824.0,24639.0,
Cage The Elephant,Come a Little Closer,0.44,0.778,-1.786,0.304,62364027.0,681744.0,12789.0,
Cage The Elephant,Trouble,0.47,0.623,-5.655,0.298,33667223.0,348814.0,8169.0,262839524.0
Cage The Elephant,Cold Cold Cold,0.549,0.789,-6.071,0.715,31537427.0,450268.0,6199.0,157992767.0
Cage The Elephant,Social Cues,0.668,0.913,-3.097,0.933,5499484.0,75368.0,2032.0,89944856.0
Cage The Elephant,Telescope,0.589,0.481,-4.801,0.176,1181147.0,15385.0,425.0,89664939.0
Cage The Elephant,Black Madonna,0.705,0.728,-3.184,0.966,2868677.0,58286.0,1511.0,58221437.0
Cage The Elephant,Sweetie Little Jean,0.524,0.532,-6.07,0.367,1508895.0,23248.0,571.0,52370622.0
Cage The Elephant,Spiderhead,0.543,0.946,-0.734,0.547,1566310.0,17416.0,473.0,58288472.0
Jesse & Joy,Dueles,0.531,0.834,-3.944,0.526,,,,353985922.0
Jesse & Joy,"Y, ¿Si Fuera Ella? - + Es +",0.348,0.536,-5.76,0.199,,,,179230151.0
Jesse & Joy,¡Corre!,0.479,0.477,-6.886,0.127,,,,239911962.0
Jesse & Joy,La De La Mala Suerte,0.545,0.466,-6.659,0.351,,,,122010041.0
Jesse & Joy,3 A.M.,0.702,0.84,-3.547,0.624,,,,303936352.0
Jesse & Joy,Llorar (feat. Mario Domm),0.305,0.483,-6.457,0.233,,,,103523924.0
Jesse & Joy,Ecos De Amor,0.248,0.75,-2.964,0.18,,,,154922287.0
Jesse & Joy,Te Esperé,0.589,0.696,-5.547,0.249,,,,145857665.0
Jesse & Joy,Tanto,0.76,0.772,-4.529,0.604,,,,170723848.0
Jesse & Joy,Me Soltaste,0.4,0.398,-6.038,0.16,,,,169381261.0
Canserbero,Maquiavélico,0.554,0.868,-5.386,0.402,275963452.0,1835699.0,69078.0,136820286.0
Canserbero,Es Épico,0.665,0.816,-6.753,0.745,24416337.0,370218.0,6251.0,162494381.0
Canserbero,Stupid Love Story,0.747,0.534,-8.635,0.569,419793.0,9203.0,461.0,104465288.0
Canserbero,Jeremías 17-5,0.644,0.791,-4.587,0.408,406413416.0,2584199.0,90005.0,128306282.0
Canserbero,Pensando en Ti,0.434,0.758,-4.807,0.473,196449636.0,1327094.0,33038.0,110002808.0
Canserbero,Llovía,0.494,0.674,-4.392,0.566,775862.0,18718.0,460.0,67264299.0
Canserbero,Mundo de Piedra,0.784,0.73,-6.177,0.0415,174562811.0,1379903.0,34194.0,63593015.0
Canserbero,Y la Felicidad Qué,0.72,0.827,-5.118,0.75,16591588.0,78580.0,2109.0,41435839.0
Canserbero,Cuando Vayas Conmigo,0.649,0.695,-8.1,0.447,51065446.0,266078.0,6788.0,46234059.0
Canserbero,Mañana Será Otro Día,0.651,0.689,-7.302,0.448,23404.0,715.0,0.0,41524388.0
Cuco,Lover Is a Day,0.404,0.647,-10.452,0.351,89269998.0,738510.0,16328.0,233986382.0
Cuco,Lo Que Siento,0.327,0.684,-5.576,0.425,84105007.0,792696.0,13373.0,265127313.0
Cuco,Piel Canela,0.874,0.71,-8.366,0.9,5427444.0,101690.0,1355.0,90073160.0
Cuco,Amor de Siempre,0.565,0.642,-7.21,0.539,44910005.0,500651.0,10188.0,85732550.0
Cuco,Bossa No Sé (feat. Jean Carter),0.825,0.678,-5.401,0.43,19244777.0,429301.0,9033.0,166704497.0
Cuco,First Of The Year,0.537,0.58,-9.327,0.393,721778.0,47292.0,1688.0,2623031.0
Cuco,Dontmakemefallinlove,0.387,0.904,-4.935,0.839,8268190.0,120328.0,2658.0,120881403.0
Cuco,Do Better,0.841,0.63,-7.556,0.669,3959645.0,71413.0,1664.0,24925062.0
Cuco,Pendant,0.515,0.477,-6.913,0.277,135176.0,10932.0,739.0,2430498.0
Cuco,Sitting In The Corner (feat. Adriel Favela & Kacey Musgraves),0.603,0.728,-7.453,0.585,1718119.0,33827.0,1300.0,7528029.0
Passenger,Let Her Go,0.479,0.545,-7.346,0.243,3376086171.0,15361684.0,452077.0,1785368454.0
Passenger,Simple Song,0.631,0.402,-11.125,0.598,6250910.0,49400.0,1512.0,103501713.0
Passenger,Sword from the Stone,0.619,0.457,-9.324,0.434,3610302.0,55234.0,2802.0,37088845.0
Passenger,Let Her Go - Acoustic,0.547,0.0739,-13.961,0.25,3376086171.0,15361684.0,452077.0,135121858.0
Passenger,And I Love Her,0.624,0.179,-13.273,0.238,19008921.0,157363.0,3282.0,17928517.0
Passenger,The Way That I Love You,0.507,0.299,-12.728,0.441,8877975.0,187254.0,3130.0,
Passenger,Anywhere,0.597,0.624,-6.931,0.84,8514897.0,69500.0,1876.0,100222160.0
Passenger,Fast Car (Cover),0.582,0.421,-8.731,0.333,5221300.0,76040.0,1549.0,15703851.0
Passenger,Happy Christmas My Dear,0.58,0.269,-11.159,0.31,196099.0,8863.0,479.0,2837547.0
Passenger,Losing My Religion (Cover),0.755,0.643,-9.097,0.471,8817050.0,89072.0,1763.0,27559924.0
Orelsan,CP_009_ Évidemment,0.713,0.67,-6.447,0.457,1880309.0,18956.0,82.0,17395113.0
Orelsan,La Quête,0.832,0.54,-8.667,0.84,28533091.0,368618.0,7727.0,62569365.0
Orelsan,Jour meilleur,0.656,0.463,-10.93,0.407,22396855.0,287563.0,7773.0,58879759.0
Orelsan,Du propre,0.834,0.693,-8.281,0.358,2715561.0,101965.0,2859.0,36335874.0
Orelsan,La terre est ronde,0.634,0.675,-7.351,0.633,39710755.0,221275.0,11810.0,52978742.0
Orelsan,Rêves bizarres (feat. Damso),0.816,0.652,-6.157,0.736,58913471.0,585484.0,20575.0,70437022.0
Orelsan,Millions,0.755,0.497,-8.838,0.481,19380710.0,209297.0,4429.0,49582949.0
Orelsan,L'odeur de l'essence,0.635,0.758,-8.079,0.291,24346958.0,496267.0,34178.0,39039720.0
Orelsan,Athéna,0.631,0.271,-13.824,0.359,5442021.0,49659.0,35.0,20588929.0
Orelsan,Notes pour trop tard (feat. Ibeyi),0.531,0.622,-7.751,0.593,26681098.0,237428.0,3124.0,53341742.0
Jon Z,Quiere Que Llame,0.917,0.601,-9.176,0.457,4622505.0,86342.0,879.0,16314963.0
Jon Z,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",0.894,0.721,-5.829,0.392,421218993.0,2646907.0,51526.0,175990895.0
Jon Z,Vas a Querer Volver (feat. Neñgo Flow),0.934,0.621,-5.345,0.295,75974200.0,565038.0,4773.0,41832341.0
Jon Z,Salgo a Buscarte,0.781,0.567,-6.736,0.331,33863586.0,333401.0,2850.0,36302765.0
Jon Z,Si Me Gano Un Grammy,0.812,0.63,-5.789,0.459,211551109.0,2119577.0,28671.0,59960311.0
Jon Z,Suave (Remix),0.875,0.909,-3.558,0.524,262630229.0,1697146.0,42215.0,115254035.0
Jon Z,Nunca Me Amo,0.813,0.787,-4.098,0.45,281422926.0,1618707.0,24993.0,80367853.0
Jon Z,Ella Te Las Va A Pegar (feat. Ele a el Dominio & Noriel),0.897,0.629,-4.456,0.278,19070398.0,198716.0,1365.0,19838033.0
Jon Z,Super Jon-Z (Residente Challenge),0.772,0.595,-8.76,0.494,165478523.0,1679008.0,44606.0,62310514.0
Jon Z,Hot Sauce (feat. Ovi),0.724,0.786,-5.373,0.545,1936320.0,81482.0,2200.0,2042594.0
Eric Church,Springsteen,0.692,0.809,-5.935,0.927,66964344.0,228339.0,9269.0,349687112.0
Eric Church,Doing Life With Me,0.646,0.598,-10.293,0.606,3315776.0,23047.0,976.0,34931567.0
