artist,n_reviews,artist_norm,is_various,is_suspicious_token
the pinetops,2,the pinetops,False,False
the pinker tones,2,the pinker tones,False,False
the pipettes,2,the pipettes,False,False
the pirates,1,the pirates,False,False
the places,2,the places,False,False
the planet the,1,the planet the,False,False
the plastic constellations,3,the plastic constellations,False,False
the pleased,1,the pleased,False,False
the plot to blow up the eiffel tower,1,the plot to blow up the eiffel tower,False,False
the pogues,2,the pogues,False,False
the poison control center,2,the poison control center,False,False
the poison tree,1,the poison tree,False,False
the polyphonic spree,4,the polyphonic spree,False,False
the ponys,5,the ponys,False,False
the pop group,2,the pop group,False,False
the posies,4,the posies,False,False
the postal service,3,the postal service,False,False
the postmarks,3,the postmarks,False,False
the prayers,1,the prayers,False,False
the present,1,the present,False,False
the presets,2,the presets,False,False
the presidents of the united states of america,1,the presidents of the united states of america,False,False
the pretenders,2,the pretenders,False,False
the prids,1,the prids,False,False
the prima donnas,1,the prima donnas,False,False
the primary 5,1,the primary 5,False,False
the primitives,1,the primitives,False,False
the prodigy,4,the prodigy,False,False
the prom,1,the prom,False,False
the promise ring,3,the promise ring,False,False
the proper ornaments,1,the proper ornaments,False,False
the psychic paramount,1,the psychic paramount,False,False
the punks,1,the punks,False,False
the pupils,1,the pupils,False,False
the qemists,1,the qemists,False,False
the quantic soul orchestra,1,the quantic soul orchestra,False,False
the queen,1,the queen,False,False
the queens,1,the queens,False,False
the race,1,the race,False,False
the raconteurs,2,the raconteurs,False,False
the radio dept.,4,the radio dept.,False,False
the raincoats,1,the raincoats,False,False
the rajasthan express,1,the rajasthan express,False,False
the rakes,3,the rakes,False,False
the range,3,the range,False,False
the rapture,5,the rapture,False,False
the raveonettes,9,the raveonettes,False,False
the real tuesday weld,4,the real tuesday weld,False,False
the reasons,2,the reasons,False,False
the red chord,1,the red chord,False,False
the red crayola,1,the red crayola,False,False
the red krayola,3,the red krayola,False,False
the red orchestra,1,the red orchestra,False,False
the red thread,1,the red thread,False,False
the redwalls,1,the redwalls,False,False
the remix,1,the remix,False,False
the rentals,2,the rentals,False,False
the replacements,3,the replacements,False,False
the residents,1,the residents,False,False
the reverend horton heat,1,the reverend horton heat,False,False
the revolution,3,the revolution,False,False
the rhythm ace,1,the rhythm ace,False,False
the roadside graves,3,the roadside graves,False,False
the robocop kraus,1,the robocop kraus,False,False
the robot ate me,4,the robot ate me,False,False
the rogers sisters,3,the rogers sisters,False,False
the rolling stones,4,the rolling stones,False,False
the roots,11,the roots,False,False
the roots of orchis,1,the roots of orchis,False,False
the rosebuds,8,the rosebuds,False,False
the rub,1,the rub,False,False
the ruby suns,4,the ruby suns,False,False
the rumble strips,1,the rumble strips,False,False
the rural alberta advantage,3,the rural alberta advantage,False,False
the russian futurists,4,the russian futurists,False,False
the rza presents,1,the rza presents,False,False
the sadies,4,the sadies,False,False
the safes,1,the safes,False,False
the saints,1,the saints,False,False
the samps,1,the samps,False,False
the sandcastles,1,the sandcastles,False,False
the sandwitches,1,the sandwitches,False,False
the sea,7,the sea,False,False
the seconds,1,the seconds,False,False
the secret,2,the secret,False,False
the secret machines,4,the secret machines,False,False
the selmanaires,1,the selmanaires,False,False
the seven fields of aphelion,1,the seven fields of aphelion,False,False
the shaggs,2,the shaggs,False,False
the shaky hands,3,the shaky hands,False,False
the shapes,4,the shapes,False,False
the shining path,1,the shining path,False,False
the shins,4,the shins,False,False
the shoes,1,the shoes,False,False
the shortwave set,1,the shortwave set,False,False
the shouting matches,1,the shouting matches,False,False
the shrines,2,the shrines,False,False
the sidekicks,1,the sidekicks,False,False
the sight below,2,the sight below,False,False
the silence,1,the silence,False,False
the silent league,1,the silent league,False,False
the silent years,1,the silent years,False,False
the silver mt. zion memorial orchestra,2,the silver mt. zion memorial orchestra,False,False
the simpsons,1,the simpsons,False,False
the skiffle players,1,the skiffle players,False,False
the skull defekts,2,the skull defekts,False,False
the sky high band,1,the sky high band,False,False
the skygreen leopards,6,the skygreen leopards,False,False
the skyrider band,2,the skyrider band,False,False
the sleepy jackson,2,the sleepy jackson,False,False
the slits,3,the slits,False,False
the smashing pumpkins,11,the smashing pumpkins,False,False
the smiths,3,the smiths,False,False
the snails,1,the snails,False,False
the social experiment,1,the social experiment,False,False
the society of rockets,3,the society of rockets,False,False
the soft boys,3,the soft boys,False,False
the soft moon,4,the soft moon,False,False
the soft pack,2,the soft pack,False,False
the soft pink truth,4,the soft pink truth,False,False
the soft skeleton,2,the soft skeleton,False,False
the softies,1,the softies,False,False
the solar motel band,1,the solar motel band,False,False
the sonics,1,the sonics,False,False
the soul investigators,1,the soul investigators,False,False
the souljazz orchestra,1,the souljazz orchestra,False,False
the sounds,1,the sounds,False,False
the source family,2,the source family,False,False
the spaceape,2,the spaceape,False,False
the special goodness,1,the special goodness,False,False
the speedkings,1,the speedkings,False,False
the spinanes,1,the spinanes,False,False
the spinto band,3,the spinto band,False,False
the spook school,1,the spook school,False,False
the standard,3,the standard,False,False
the staple singers,1,the staple singers,False,False
the starvations,2,the starvations,False,False
the stepkids,2,the stepkids,False,False
the stills,4,the stills,False,False
the stone roses,1,the stone roses,False,False
the stooges,5,the stooges,False,False
the strange,1,the strange,False,False
the strange boys,3,the strange boys,False,False
the stranger,1,the stranger,False,False
the streets,5,the streets,False,False
the strokes,6,the strokes,False,False
the strugglers,2,the strugglers,False,False
the subways,1,the subways,False,False
the sun,1,the sun,False,False
the sunsets,5,the sunsets,False,False
the sunshine fix,2,the sunshine fix,False,False
the supposed,1,the supposed,False,False
the supreme jubilees,1,the supreme jubilees,False,False
the suzan,1,the suzan,False,False
the sway machinery,1,the sway machinery,False,False
the sweet hereafter,3,the sweet hereafter,False,False
the swell season,1,the swell season,False,False
the sword,2,the sword,False,False
the swords project,1,the swords project,False,False
the takeovers,1,the takeovers,False,False
the tallest man on earth,5,the tallest man on earth,False,False
the tango saloon,1,the tango saloon,False,False
the tears,1,the tears,False,False
the teenagers,1,the teenagers,False,False
the telescopes,1,the telescopes,False,False
the temper trap,2,the temper trap,False,False
the terminals,2,the terminals,False,False
the the,3,the the,False,False
the theater fire,1,the theater fire,False,False
the thermals,8,the thermals,False,False
the thing,2,the thing,False,False
the thrills,3,the thrills,False,False
the ting tings,2,the ting tings,False,False
the tough alliance,5,the tough alliance,False,False
the traditional fools,1,the traditional fools,False,False
the trees community,1,the trees community,False,False
the trypes,1,the trypes,False,False
the tuss,1,the tuss,False,False
the twilight sad,6,the twilight sad,False,False
the tyde,3,the tyde,False,False
the u.n.,1,the u.n.,False,False
the uglysuit,1,the uglysuit,False,False
the ukiah drag,1,the ukiah drag,False,False
the underachievers,3,the underachievers,False,False
the unicorns,3,the unicorns,False,False
the units,1,the units,False,False
the universal orchestra of pituitary knowledge,1,the universal orchestra of pituitary knowledge,False,False
the universe,1,the universe,False,False
the unsemble,1,the unsemble,False,False
the unthanks,1,the unthanks,False,False
the usa is a monster,4,the usa is a monster,False,False
the vacant lots,1,the vacant lots,False,False
the vaccines,3,the vaccines,False,False
the valerie project,1,the valerie project,False,False
the vandermark five,4,the vandermark five,False,False
the vanguard,1,the vanguard,False,False
the vanishing,1,the vanishing,False,False
the vanishing voice,2,the vanishing voice,False,False
the vaselines,3,the vaselines,False,False
the veils,3,the veils,False,False
the velvet teen,3,the velvet teen,False,False
the velvet underground,7,the velvet underground,False,False
the venus 3,1,the venus 3,False,False
the verlaines,1,the verlaines,False,False
the verve,2,the verve,False,False
the very best,5,the very best,False,False
the victor herrero band,1,the victor herrero band,False,False
the view,1,the view,False,False
the village green,1,the village green,False,False
the vines,2,the vines,False,False
the visible men,1,the visible men,False,False
the visions,1,the visions,False,False
the void pacific choir,1,the void pacific choir,False,False
the voidz,1,the voidz,False,False
the von bondies,3,the von bondies,False,False
the wailers,4,the wailers,False,False
the wailing wall,1,the wailing wall,False,False
the wake,1,the wake,False,False
the walker brothers,1,the walker brothers,False,False
the walkmen,8,the walkmen,False,False
the wall,4,the wall,False,False
the war on drugs,4,the war on drugs,False,False
the warlocks,4,the warlocks,False,False
the warm inventions,2,the warm inventions,False,False
the watson twins,3,the watson twins,False,False
the wave pictures,3,the wave pictures,False,False
the waxwings,1,the waxwings,False,False
the weakerthans,3,the weakerthans,False,False
the weather station,2,the weather station,False,False
the wedding present,6,the wedding present,False,False
the week that was,1,the week that was,False,False
the weeknd,7,the weeknd,False,False
the weight,1,the weight,False,False
the welcome wagon,1,the welcome wagon,False,False
the wellfed boys,1,the wellfed boys,False,False
the whale,4,the whale,False,False
the whigs,2,the whigs,False,False
the white stripes,6,the white stripes,False,False
the whitest boy alive,2,the whitest boy alive,False,False
the who,2,the who,False,False
the wind-up bird,1,the wind-up bird,False,False
the wisdom of harry,2,the wisdom of harry,False,False
the witch,3,the witch,False,False
the wolf,1,the wolf,False,False
the wombats,2,the wombats,False,False
the wooden birds,2,the wooden birds,False,False
the world is a beautiful place,2,the world is a beautiful place,False,False
the world war iv,1,the world war iv,False,False
the wrens,2,the wrens,False,False
the wytches,1,the wytches,False,False
the xx,2,the xx,False,False
the yolks,1,the yolks,False,False
the young,2,the young,False,False
the young elders,1,the young elders,False,False
the zincs,3,the zincs,False,False
the zombies,3,the zombies,False,False
the zutons,1,the zutons,False,False
the-dream,5,the-dream,False,False
the-drum,1,the-drum,False,False
thee headcoats,1,thee headcoats,False,False
thee more shallows,2,thee more shallows,False,False
thee oh sees,13,thee oh sees,False,False
thee shams,1,thee shams,False,False
thee silver mountain reveries,1,thee silver mountain reveries,False,False
thee silver mt. zion memorial orchestra,5,thee silver mt. zion memorial orchestra,False,False
theesatisfaction,2,theesatisfaction,False,False
them crooked vultures,1,them crooked vultures,False,False
themind,1,themind,False,False
themselves,3,themselves,False,False
theo parrish,3,theo parrish,False,False
theodore unit,1,theodore unit,False,False
theologian,1,theologian,False,False
theophilus london,1,theophilus london,False,False
theoretical girls,1,theoretical girls,False,False
therapy?,1,therapy?,False,False
theresa andersson,1,theresa andersson,False,False
these are powers,3,these are powers,False,False
these arms are snakes,2,these arms are snakes,False,False
these new puritans,4,these new puritans,False,False
these trails,1,these trails,False,False
these united states,1,these united states,False,False
they might be giants,9,they might be giants,False,False
they shoot horses don't they?,2,they shoot horses don't they?,False,False
thick pigeon,1,thick pigeon,False,False
thievery corporation,5,thievery corporation,False,False
thieves like us,2,thieves like us,False,False
thin lizzy,1,thin lizzy,False,False
think about life,2,think about life,False,False
thinking fellers union local 282,1,thinking fellers union local 282,False,False
third eye foundation,2,third eye foundation,False,False
this american life,1,this american life,False,False
this heat,3,this heat,False,False
this is ivy league,1,this is ivy league,False,False
this is the kit,1,this is the kit,False,False
this mortal coil,1,this mortal coil,False,False
this will destroy you,2,this will destroy you,False,False
thom,1,thom,False,False
thom yorke,3,thom yorke,False,False
thomas bangalter,1,thomas bangalter,False,False
thomas brinkmann,6,thomas brinkmann,False,False
thomas cohen,1,thomas cohen,False,False
thomas dimuzio,1,thomas dimuzio,False,False
thomas fehlmann,4,thomas fehlmann,False,False
thomas mapfumo,1,thomas mapfumo,False,False
thor,1,thor,False,False
those darlins,1,those darlins,False,False
those peabodys,1,those peabodys,False,False
thou,2,thou,False,False
three 4 tens,2,three 4 tens,False,False
three 6 mafia,2,three 6 mafia,False,False
three legged race,1,three legged race,False,False
three mile pilot,2,three mile pilot,False,False
thrice,1,thrice,False,False
throbbing gristle,3,throbbing gristle,False,False
thrones,1,thrones,False,False
through the sparks,1,through the sparks,False,False
throw me the statue,3,throw me the statue,False,False
throwing muses,3,throwing muses,False,False
thug entrancer,2,thug entrancer,False,False
thuja,4,thuja,False,False
thumpers,1,thumpers,False,False
thunder tillman,1,thunder tillman,False,False
thunderbirds are now!,3,thunderbirds are now!,False,False
thundercat,3,thundercat,False,False
thunderheist,1,thunderheist,False,False
thursday,2,thursday,False,False
thurston moore,5,thurston moore,False,False
tica douglas,1,tica douglas,False,False
tickled trio,3,tickled trio,False,False
tickley feather,2,tickley feather,False,False
tied,3,tied,False,False
tiffany anders,1,tiffany anders,False,False
tift merritt,3,tift merritt,False,False
tiga,5,tiga,False,False
tiger,1,tiger,False,False
tigers jaw,1,tigers jaw,False,False
tight bro's from way back when,1,tight bro's from way back when,False,False
tilly,4,tilly,False,False
tim berne,3,tim berne,False,False
tim buckley,3,tim buckley,False,False
tim cohen,2,tim cohen,False,False
tim exile,1,tim exile,False,False
tim fite,2,tim fite,False,False
tim gane,1,tim gane,False,False
tim hecker,13,tim hecker,False,False
tim heidecker,1,tim heidecker,False,False
tim kasher,1,tim kasher,False,False
tim presley,1,tim presley,False,False
tim story,1,tim story,False,False
tim sweeney,1,tim sweeney,False,False
timbaland,2,timbaland,False,False
timber timbre,1,timber timbre,False,False
time wharp,1,time wharp,False,False
timeout drawer,2,timeout drawer,False,False
times,2,times,False,False
times new viking,6,times new viking,False,False
tin cup prophette,1,tin cup prophette,False,False
tin hat trio,1,tin hat trio,False,False
tin man,2,tin man,False,False
tinariwen,4,tinariwen,False,False
tinashe,3,tinashe,False,False
tindersticks,11,tindersticks,False,False
tink,2,tink,False,False
tinted windows,1,tinted windows,False,False
tiny masters of today,1,tiny masters of today,False,False
tiny vipers,2,tiny vipers,False,False
tisto,1,tisto,False,False
titan,1,titan,False,False
title fight,2,title fight,False,False
title tracks,2,title tracks,False,False
tittsworth,1,tittsworth,False,False
titus andronicus,5,titus andronicus,False,False
tk webb,1,tk webb,False,False
tnght,1,tnght,False,False
tnt subhead,1,tnt subhead,False,False
to kill a petty bourgeoisie,2,to kill a petty bourgeoisie,False,False
to live,2,to live,False,False
to rococo rot,3,to rococo rot,False,False
tobacco,5,tobacco,False,False
tobias jesso jr.,1,tobias jesso jr.,False,False
tobias thomas,2,tobias thomas,False,False
tobin sprout,1,tobin sprout,False,False
todd barry,1,todd barry,False,False
todd rundgren,1,todd rundgren,False,False
todd snider,1,todd snider,False,False
todd terje,4,todd terje,False,False
toddla t,1,toddla t,False,False
toe,1,toe,False,False
tokimonsta,2,tokimonsta,False,False
toktok vs. soffy o,1,toktok vs. soffy o,False,False
tokyo black star,1,tokyo black star,False,False
tokyo police club,5,tokyo police club,False,False
tokyo sex destruction,1,tokyo sex destruction,False,False
told slant,1,told slant,False,False
tom brosseau,3,tom brosseau,False,False
tom carter,3,tom carter,False,False
tom findlay,1,tom findlay,False,False
tom moulton,1,tom moulton,False,False
tom recchion,1,tom recchion,False,False
tom trago,1,tom trago,False,False
tom vek,2,tom vek,False,False
tom verlaine,1,tom verlaine,False,False
tom waits,7,tom waits,False,False
tom z,3,tom z,False,False
tom zacharias,1,tom zacharias,False,False
tomahawk,4,tomahawk,False,False
tomas barfod,3,tomas barfod,False,False
tomas jirku,1,tomas jirku,False,False
tomasz stako,1,tomasz stako,False,False
tombs,3,tombs,False,False
tongues,1,tongues,False,False
tonstartssbandht,1,tonstartssbandht,False,False
tony,1,tony,False,False
tony allen,2,tony allen,False,False
tony conrad,5,tony conrad,False,False
tony da gatorra vs. gruff rhys,1,tony da gatorra vs. gruff rhys,False,False
tony molina,1,tony molina,False,False
too $hort,1,too $hort,False,False
tool,2,tool,False,False
topaz jones,1,topaz jones,False,False
tops,1,tops,False,False
torche,5,torche,False,False
tori amos,1,tori amos,False,False
torn hawk,3,torn hawk,False,False
toro y moi,8,toro y moi,False,False
torres,2,torres,False,False
tortoise,7,tortoise,False,False
tory lanez,2,tory lanez,False,False
tosca,1,tosca,False,False
toshimaru nakamura,1,toshimaru nakamura,False,False
total babes,1,total babes,False,False
total control,2,total control,False,False
total slacker,2,total slacker,False,False
totally enormous extinct dinosaurs,1,totally enormous extinct dinosaurs,False,False
totimoshi,1,totimoshi,False,False
touch amor,2,touch amor,False,False
toumani diabat,2,toumani diabat,False,False
toumast,1,toumast,False,False
tourist,1,tourist,False,False
tove lo,2,tove lo,False,False
towa tei,1,towa tei,False,False
tower recordings,1,tower recordings,False,False
towers of london,1,towers of london,False,False
towkio,2,towkio,False,False
town,4,town,False,False
townes van zandt,2,townes van zandt,False,False
toxic holocaust,1,toxic holocaust,False,False
toy,1,toy,False,False
toy love,1,toy love,False,False
toyomu,1,toyomu,False,False
tra-la-la band,4,tra-la-la band,False,False
tracey thorn,3,tracey thorn,False,False
track star,1,track star,False,False
trae,1,trae,False,False
trae tha truth,1,trae tha truth,False,False
trailer trash tracys,1,trailer trash tracys,False,False
tralala,2,tralala,False,False
tram,3,tram,False,False
trans am,10,trans am,False,False
trans megetti,1,trans megetti,False,False
transchamps,1,transchamps,False,False
transllusion,1,transllusion,False,False
trap them,1,trap them,False,False
trapist,1,trapist,False,False
trash kit,2,trash kit,False,False
trash talk,4,trash talk,False,False
travis,5,travis,False,False
travis morrison,1,travis morrison,False,False
travis morrison hellfighters,1,travis morrison hellfighters,False,False
travis scott,2,travis scott,False,False
traxman,3,traxman,False,False
trd,1,trd,False,False
tredici bacci,1,tredici bacci,False,False
tree,3,tree,False,False
trembling blue stars,4,trembling blue stars,False,False
tren brothers,1,tren brothers,False,False
trent reznor,1,trent reznor,False,False
trentemller,4,trentemller,False,False
trepaneringsritualen,1,trepaneringsritualen,False,False
trevor holland,1,trevor holland,False,False
trey songz,1,trey songz,False,False
triangle,1,triangle,False,False
tribes,1,tribes,False,False
tribes of neurot,1,tribes of neurot,False,False
tribulation,1,tribulation,False,False
trickfinger,1,trickfinger,False,False
tricky,7,tricky,False,False
trim,1,trim,False,False
trinidad james,1,trinidad james,False,False
triola,1,triola,False,False
triosk,1,triosk,False,False
triosk meets jan jelinek,1,triosk meets jan jelinek,False,False
triptykon,1,triptykon,False,False
tristan perich,1,tristan perich,False,False
tristeza,3,tristeza,False,False
trop tard,1,trop tard,False,False
tropic of cancer,1,tropic of cancer,False,False
tropical trash,1,tropical trash,False,False
tropics,2,tropics,False,False
trouble,1,trouble,False,False
trouble books,2,trouble books,False,False
trouble everyday,1,trouble everyday,False,False
troubled hubble,1,troubled hubble,False,False
troy ave,1,troy ave,False,False
truckasauras,2,truckasauras,False,False
true love always,1,true love always,False,False
true widow,2,true widow,False,False
trumpeter swan,1,trumpeter swan,False,False
trust,2,trust,False,False
trust fund,1,trust fund,False,False
trust punks,1,trust punks,False,False
tsurubami,1,tsurubami,False,False
ttc,2,ttc,False,False
tu fawning,2,tu fawning,False,False
tuatara,1,tuatara,False,False
tufthunter,1,tufthunter,False,False
tujiko noriko,5,tujiko noriko,False,False
tullycraft,1,tullycraft,False,False
tulsa,1,tulsa,False,False
tunde olaniran,2,tunde olaniran,False,False
tune-yards,3,tune-yards,False,False
tunji ige,1,tunji ige,False,False
tunng,4,tunng,False,False
turbo fruits,3,turbo fruits,False,False
turbonegro,2,turbonegro,False,False
turin brakes,4,turin brakes,False,False
turing machine,2,turing machine,False,False
turn to crime,1,turn to crime,False,False
turnover,1,turnover,False,False
turzi,1,turzi,False,False
tussle,5,tussle,False,False
tut,1,tut,False,False
tv ghost,1,tv ghost,False,False
tv on the radio,7,tv on the radio,False,False
tweedy,1,tweedy,False,False
tweens,1,tweens,False,False
twenty88,1,twenty88,False,False
twerps,3,twerps,False,False
twig harper,1,twig harper,False,False
twilight,1,twilight,False,False
twilight singers,5,twilight singers,False,False
twin atlas,3,twin atlas,False,False
twin peaks,3,twin peaks,False,False
twin river,1,twin river,False,False
twin shadow,3,twin shadow,False,False
twin sister,2,twin sister,False,False
twin stumps,1,twin stumps,False,False
twine,3,twine,False,False
twinemen,1,twinemen,False,False
twista,2,twista,False,False
two fingers,2,two fingers,False,False
two gallants,6,two gallants,False,False
two inch astronaut,1,two inch astronaut,False,False
two lone swordsmen,6,two lone swordsmen,False,False
two sheds,1,two sheds,False,False
two ton boa,1,two ton boa,False,False
two-9,1,two-9,False,False
ty dolla $ign,5,ty dolla $ign,False,False
ty money,1,ty money,False,False
ty segall,12,ty segall,False,False
ty segall band,1,ty segall band,False,False
tycho,2,tycho,False,False
tyga,2,tyga,False,False
tyler,3,tyler,False,False
tyler friedman,1,tyler friedman,False,False
tyondai braxton,4,tyondai braxton,False,False
tyvek,4,tyvek,False,False
u-she,1,u-she,False,False
u.s. girls,3,u.s. girls,False,False
u.s. maple,3,u.s. maple,False,False
u2,11,u2,False,True
uberzone,1,uberzone,False,False
ugk,2,ugk,False,False
ugly casanova,1,ugly casanova,False,False
ukkonen,1,ukkonen,False,False
ulaan khol,1,ulaan khol,False,False
ulcerate,1,ulcerate,False,False
ulises conti,1,ulises conti,False,False
ulrich schnauss,6,ulrich schnauss,False,False
ultimate painting,1,ultimate painting,False,False
ultramagnetic mc's,1,ultramagnetic mc's,False,False
ultramantis black,1,ultramantis black,False,False
ultrasta,2,ultrasta,False,False
ulver,4,ulver,False,False
umberto,2,umberto,False,False
umho,1,umho,False,False
unai,2,unai,False,False
uncle acid,1,uncle acid,False,False
uncle tupelo,3,uncle tupelo,False,False
uncut,2,uncut,False,False
under byen,2,under byen,False,False
underworld,10,underworld,False,False
underworld vs. the misterons,1,underworld vs. the misterons,False,False
ungdomskulen,2,ungdomskulen,False,False
unicycle loves you,1,unicycle loves you,False,False
uniform,2,uniform,False,False
united nations,1,united nations,False,False
united state of electronica,2,united state of electronica,False,False
united states of america,1,united states of america,False,False
united waters,1,united waters,False,False
univers zero,1,univers zero,False,False
unkle,5,unkle,False,False
unklesounds,1,unklesounds,False,False
unknown mortal orchestra,3,unknown mortal orchestra,False,False
unnatural helpers,1,unnatural helpers,False,False
unrest,3,unrest,False,False
unsane,3,unsane,False,False
unstable ensemble,1,unstable ensemble,False,False
untold,2,untold,False,False
unwed sailor,2,unwed sailor,False,False
unwound,5,unwound,False,False
upset,1,upset,False,False
uranium club,1,uranium club,False,False
urge overkill,1,urge overkill,False,False
ursprung,1,ursprung,False,False
ursula bogner,2,ursula bogner,False,False
usher,2,usher,False,False
usnea,1,usnea,False,False
utah!,1,utah!,False,False
uusitalo,2,uusitalo,False,False
uuvvwwz,1,uuvvwwz,False,False
uzeda,1,uzeda,False,False
v-nasty,1,v-nasty,False,False
v-twin,1,v-twin,False,False
vado,5,vado,False,False
valet,4,valet,False,False
valgeir sigursson,2,valgeir sigursson,False,False
valient thorr,1,valient thorr,False,False
valley of the giants,1,valley of the giants,False,False
vampillia,1,vampillia,False,False
vampire weekend,4,vampire weekend,False,False
van dyke parks,4,van dyke parks,False,False
van morrison,3,van morrison,False,False
van she,1,van she,False,False
vanessa carlton,1,vanessa carlton,False,False
vangelis,1,vangelis,False,False
vangelis katsoulis,1,vangelis katsoulis,False,False
vangelist,2,vangelist,False,False
vanishing kids,1,vanishing kids,False,False
vapnet,3,vapnet,False,False
variable unit,1,variable unit,False,False
various artists,687,various artists,True,False
various production,2,various production,False,False
varnaline,1,varnaline,False,False
vasaeleth,1,vasaeleth,False,False
vashti bunyan,5,vashti bunyan,False,False
vast aire,3,vast aire,False,False
vastum,1,vastum,False,False
vatican shadow,3,vatican shadow,False,False
vattnet viskar,3,vattnet viskar,False,False
vaura,1,vaura,False,False
vaz,2,vaz,False,False
vcmg,1,vcmg,False,False
vcr,1,vcr,False,False
vega,1,vega,False,False
veirs,1,veirs,False,False
vektor,1,vektor,False,False
vells,1,vells,False,False
velvet crush,2,velvet crush,False,False
venetian snares,8,venetian snares,False,False
venice is sinking,3,venice is sinking,False,False
venom p. stinger,1,venom p. stinger,False,False
vera cruise,1,vera cruise,False,False
verbal kent,1,verbal kent,False,False
verbena,2,verbena,False,False
verdure,1,verdure,False,False
vermont,2,vermont,False,False
veronica falls,2,veronica falls,False,False
versus,1,versus,False,False
vert,1,vert,False,False
vertical scratchers,1,vertical scratchers,False,False
veruca salt,1,veruca salt,False,False
vesper,2,vesper,False,False
vessel,3,vessel,False,False
vessels,1,vessels,False,False
vetiver,7,vetiver,False,False
vex,1,vex,False,False
vex'd,1,vex'd,False,False
vhl,2,vhl,False,False
vhs or beta,3,vhs or beta,False,False
via app,1,via app,False,False
via audio,2,via audio,False,False
via tania,1,via tania,False,False
vibracathedral orchestra,2,vibracathedral orchestra,False,False
vic chesnutt,7,vic chesnutt,False,False
vic mensa,1,vic mensa,False,False
vic spencer,2,vic spencer,False,False
vicky chow,1,vicky chow,False,False
victoire,1,victoire,False,False
victor bermon,1,victor bermon,False,False
victory at sea,1,victory at sea,False,False
videohippos,1,videohippos,False,False
viernes,1,viernes,False,False
viet cong,2,viet cong,False,False
vietnam,3,vietnam,False,False
vieux farka tour,2,vieux farka tour,False,False
vijay iyer,4,vijay iyer,False,False
vijay iyer trio,2,vijay iyer trio,False,False
viktor vaughn,2,viktor vaughn,False,False
villa,3,villa,False,False
villagers,4,villagers,False,False
villalobos,1,villalobos,False,False
vince guaraldi,1,vince guaraldi,False,False
vince staples,3,vince staples,False,False
vincent gallo,2,vincent gallo,False,False
violens,2,violens,False,False
violent femmes,2,violent femmes,False,False
visionist,1,visionist,False,False
visitor jim,1,visitor jim,False,False
vitalic,4,vitalic,False,False
vitesse,1,vitesse,False,False
vito ricci,1,vito ricci,False,False
viv albertine,1,viv albertine,False,False
viva brother,1,viva brother,False,False
viva voce,5,viva voce,False,False
vivian girls,3,vivian girls,False,False
vivien goldman,1,vivien goldman,False,False
vladislav delay,4,vladislav delay,False,False
vladislav delay quartet,1,vladislav delay quartet,False,False
vocabulary,1,vocabulary,False,False
voices,1,voices,False,False
voices from the lake,1,voices from the lake,False,False
void,1,void,False,False
voigt,1,voigt,False,False
volapk,1,volapk,False,False
volcano,1,volcano,False,False
volcano choir,2,volcano choir,False,False
volcano suns,1,volcano suns,False,False
volcano the bear,1,volcano the bear,False,False
volcano!,2,volcano!,False,False
volebeats,1,volebeats,False,False
volta do mar,2,volta do mar,False,False
von,1,von,False,False
von sdenfed,1,von sdenfed,False,False
vondelpark,3,vondelpark,False,False
voodoo child,1,voodoo child,False,False
vordul mega,1,vordul mega,False,False
vox clamantis,1,vox clamantis,False,False
voxtrot,2,voxtrot,False,False
voyager one,1,voyager one,False,False
vrttin,1,vrttin,False,False
vsnares,1,vsnares,False,False
vue,4,vue,False,False
vybz kartel,1,vybz kartel,False,False
waco brothers,4,waco brothers,False,False
wadada leo smith,2,wadada leo smith,False,False
wagon christ,2,wagon christ,False,False
waka flocka flame,6,waka flocka flame,False,False
waking eyes,1,waking eyes,False,False
wale,8,wale,False,False
wall,1,wall,False,False
walls,3,walls,False,False
walter gibbons,1,walter gibbons,False,False
walter meego,1,walter meego,False,False
wampire,1,wampire,False,False
wand,4,wand,False,False
wanda jackson,1,wanda jackson,False,False
wannadies,1,wannadies,False,False
wara from the nbhd,1,wara from the nbhd,False,False
warbringer,1,warbringer,False,False
ward 29,1,ward 29,False,False
warehouse,1,warehouse,False,False
warhammer 48k,1,warhammer 48k,False,False
warm ghost,1,warm ghost,False,False
warn defever,1,warn defever,False,False
warpaint,3,warpaint,False,False
warren ellis,4,warren ellis,False,False
warren g,1,warren g,False,False
washed out,3,washed out,False,False
washington phillips,1,washington phillips,False,False
wasteland,1,wasteland,False,False
watain,2,watain,False,False
watchers,1,watchers,False,False
water,1,water,False,False
water borders,1,water borders,False,False
watkins family hour,1,watkins family hour,False,False
watter,1,watter,False,False
wauvenfold,1,wauvenfold,False,False
wave machines,1,wave machines,False,False
wavves,5,wavves,False,False
wavves x cloud nothings,1,wavves x cloud nothings,False,False
wax idols,2,wax idols,False,False
wax tailor,1,wax tailor,False,False
wax wings,1,wax wings,False,False
waxahatchee,3,waxahatchee,False,False
way through,1,way through,False,False
wayne b,1,wayne b,False,False
we are scientists,3,we are scientists,False,False
we are the lilies,1,we are the lilies,False,False
we are the world,1,we are the world,False,False
we are wolves,3,we are wolves,False,False
we have band,1,we have band,False,False
we love,1,we love,False,False
we versus the shark,3,we versus the shark,False,False
we were promised jetpacks,2,we were promised jetpacks,False,False
weapon,1,weapon,False,False
weasel walter,1,weasel walter,False,False
